uc032pqy.1	chr21	-	6084374	6088242	6084374	6084374	3	6084374,6085760,6087344,	6085145,6087093,6088242,		uc032pqy.1
uc032pqz.1	chr21	+	6111139	6123742	6112083	6121519	14	6111139,6112069,6112738,6116223,6116461,6116893,6117127,6117803,6118255,6118782,6119023,6119719,6120486,6121143,	6111252,6112239,6112855,6116287,6116623,6117018,6117251,6118027,6118402,6118908,6119240,6120001,6120718,6123742,	P57059	uc032pqz.1
uc032pra.1	chr21	-	6215290	6218026	6215290	6215290	1	6215290,	6218026,		uc032pra.1
uc032prb.1	chr21	-	6229259	6255011	6229259	6229259	3	6229259,6234982,6254790,	6230951,6235147,6255011,		uc032prb.1
uc032prc.1	chr21	-	6232431	6238049	6232431	6232431	2	6232431,6234982,	6232833,6238049,		uc032prc.1
uc032prd.1	chr21	+	6318430	6321822	6318430	6318430	3	6318430,6320871,6321163,	6318604,6320974,6321822,		uc032prd.1
uc032pre.1	chr21	-	6444868	6460082	6445557	6459456	14	6444868,6448480,6449822,6450511,6450903,6452118,6453988,6454630,6455577,6456880,6457064,6457293,6457920,6459455,	6445661,6448565,6449931,6450646,6450981,6452224,6454073,6454756,6455669,6456950,6457199,6457373,6458055,6460082,	P35520	uc032pre.1
uc032prf.1	chr21	-	6444868	6467608	6445557	6463871	17	6444868,6448480,6449822,6450511,6450903,6452118,6453988,6454630,6455577,6456880,6457064,6457293,6457920,6460186,6463662,6464943,6467447,	6445661,6448565,6449931,6450646,6450981,6452224,6454073,6454756,6455669,6456950,6457199,6457373,6458055,6460293,6463879,6465019,6467608,	P35520	uc032prf.1
uc032prg.1	chr21	-	6444868	6467608	6445557	6463871	17	6444868,6448480,6449822,6450511,6450903,6452118,6453988,6454630,6455577,6456880,6457064,6457293,6457920,6460186,6463662,6464943,6467447,	6445661,6448565,6449931,6450646,6450981,6452224,6454073,6454756,6455669,6456950,6457199,6457373,6458055,6460293,6463879,6464981,6467608,	P35520	uc032prg.1
uc032prh.1	chr21	-	6444868	6468040	6445557	6463871	18	6444868,6445539,6448480,6449822,6450511,6450903,6452118,6453988,6454630,6455577,6456880,6457064,6457293,6457920,6460186,6463662,6464943,6467902,	6445325,6445661,6448565,6449931,6450646,6450981,6452224,6454073,6454756,6455669,6456950,6457199,6457373,6458055,6460293,6463879,6465019,6468040,	P35520	uc032prh.1
uc032pri.1	chr21	-	6444868	6468040	6445557	6463871	17	6444868,6448480,6449822,6450511,6450903,6452118,6453988,6454630,6455577,6456880,6457064,6457293,6457920,6460186,6463662,6464943,6467902,	6445661,6448565,6449931,6450646,6450981,6452224,6454073,6454756,6455669,6456950,6457199,6457373,6458055,6460293,6463879,6465019,6468040,	P35520	uc032pri.1
uc032prj.1	chr21	-	6484622	6496930	6484768	6487392	7	6484622,6486137,6486321,6487106,6487362,6492130,6495992,	6484916,6486230,6486455,6487205,6487412,6492197,6496930,	NP_001020375	uc032prj.1
uc032prk.1	chr21	-	6484622	6499256	6484768	6487392	9	6484622,6486137,6486321,6487106,6487362,6492130,6493043,6495992,6499128,	6484916,6486230,6486455,6487205,6487412,6492197,6493110,6496080,6499256,	NP_001020375	uc032prk.1
uc032prl.1	chr21	-	6484622	6499256	6484768	6499172	8	6484622,6486137,6486321,6487106,6487362,6493043,6495992,6499128,	6484916,6486230,6486455,6487205,6487412,6493110,6496080,6499256,	Q01081-2	uc032prl.1
uc032prm.1	chr21	-	6484622	6499256	6484768	6499172	8	6484622,6486137,6486321,6487106,6487362,6492130,6495992,6499128,	6484916,6486230,6486455,6487205,6487412,6492197,6496080,6499256,	Q01081	uc032prm.1
uc032prn.1	chr21	-	6484629	6499256	6486133	6499172	7	6484629,6486321,6487106,6487362,6492130,6495992,6499128,	6486230,6486455,6487205,6487412,6492197,6496080,6499256,	Q01081	uc032prn.1
uc032pro.1	chr21	-	6491605	6499256	6492957	6499172	3	6491605,6495992,6499128,	6493110,6496080,6499256,	Q69YM7	uc032pro.1
uc032prp.1	chr21	+	6560690	6564494	6560782	6563964	3	6560690,6562200,6563754,	6560971,6562323,6564494,	P02489	uc032prp.1
uc032prq.1	chr21	-	6667303	6670695	6667303	6667303	3	6667303,6668151,6670521,	6667962,6668254,6670695,		uc032prq.1
uc032prr.1	chr21	+	6807643	6807665	6807643	6807643	1	6807643,	6807665,		uc032prr.1
uc032prs.1	chr21	+	6859170	6859256	6859170	6859170	1	6859170,	6859256,		uc032prs.1
uc032prt.1	chr21	+	6865484	6865514	6865484	6865484	1	6865484,	6865514,		uc032prt.1
uc032pru.1	chr21	-	6994373	6997765	6994373	6994373	3	6994373,6995221,6997591,	6995032,6995324,6997765,		uc032pru.1
uc032prv.1	chr21	+	7048890	7086936	7048890	7048890	4	7048890,7061346,7081048,7085244,	7049060,7061405,7081213,7086936,		uc032prv.1
uc032prw.1	chr21	+	7078146	7083764	7078146	7078146	2	7078146,7083362,	7081213,7083764,		uc032prw.1
uc032prx.1	chr21	+	7098169	7100905	7098169	7098169	1	7098169,	7100905,		uc032prx.1
uc032pry.1	chr21	+	7430668	7468714	7430668	7430668	4	7430668,7443124,7462826,7467022,	7430838,7443183,7462991,7468714,		uc032pry.1
uc032prz.1	chr21	+	7459924	7465542	7459924	7459924	2	7459924,7465140,	7462991,7465542,		uc032prz.1
uc032psa.1	chr21	+	7479947	7482683	7479947	7479947	1	7479947,	7482683,		uc032psa.1
uc032psb.1	chr21	+	7553119	7553185	7553119	7553119	1	7553119,	7553185,		uc032psb.1
uc032psc.1	chr21	-	7655721	7658457	7655721	7655721	1	7655721,	7658457,		uc032psc.1
uc032psd.1	chr21	-	7672862	7678480	7672862	7672862	2	7672862,7675413,	7673264,7678480,		uc032psd.1
uc032pse.1	chr21	+	7744920	7758630	7748975	7755116	4	7744920,7748898,7754951,7758104,	7745038,7748987,7755118,7758630,	P58511	uc032pse.1
uc032psf.1	chr21	+	7744920	7772252	7744920	7744920	5	7744920,7748898,7754951,7769186,7771566,	7745038,7748987,7755118,7769375,7772252,		uc032psf.1
uc032psg.1	chr21	+	7744920	7772252	7744920	7744920	4	7744920,7748898,7769186,7771566,	7745038,7748987,7769375,7772252,		uc032psg.1
uc032psh.1	chr21	-	7769587	7770548	7769792	7770548	1	7769587,	7770548,	B9A014	uc032psh.1
uc032psi.1	chr21	-	7788702	7793954	7789205	7793827	2	7788702,7793820,	7789618,7793954,	A8MWV9	uc032psi.1
uc032psj.1	chr21	-	7819232	7825797	7819232	7825386	2	7819232,7825373,	7819672,7825797,	Q6FHJ6	uc032psj.1
uc032psk.1	chr21	-	7819232	7829587	7819232	7819622	3	7819232,7828641,7829516,	7819672,7828752,7829587,	Q6FHJ6	uc032psk.1
uc032psl.1	chr21	-	7819232	7829587	7819232	7819622	3	7819232,7828641,7829516,	7819672,7828724,7829587,	Q6FHJ6	uc032psl.1
uc032psm.1	chr21	-	8169361	8169427	8169361	8169361	1	8169361,	8169427,		uc032psm.1
uc032psn.1	chr21	+	8197619	8228092	8197619	8197619	7	8197619,8200737,8222960,8223184,8224346,8226173,8227179,	8197927,8201052,8223057,8224185,8224438,8226391,8228092,		uc032psn.1
uc032pso.1	chr21	+	8207098	8207118	8207098	8207098	1	8207098,	8207118,		uc032pso.1
uc032psp.1	chr21	+	8208036	8208058	8208036	8208036	1	8208036,	8208058,		uc032psp.1
uc032psq.1	chr21	+	8208100	8208122	8208100	8208100	1	8208100,	8208122,		uc032psq.1
uc032psr.1	chr21	+	8208472	8208652	8208472	8208472	1	8208472,	8208652,		uc032psr.1
uc032pss.1	chr21	+	8208843	8208904	8208843	8208843	1	8208843,	8208904,		uc032pss.1
uc032pst.1	chr21	+	8209630	8211499	8209630	8209630	1	8209630,	8211499,		uc032pst.1
uc032psu.1	chr21	+	8212571	8212727	8212571	8212571	1	8212571,	8212727,		uc032psu.1
uc032psv.1	chr21	+	8213887	8401980	8213887	8213887	3	8213887,8258858,8399067,	8214635,8260268,8401980,		uc032psv.1
uc032psw.1	chr21	+	8215810	8216580	8215810	8215810	1	8215810,	8216580,		uc032psw.1
uc032psx.1	chr21	+	8218418	8218452	8218418	8218418	1	8218418,	8218452,		uc032psx.1
uc032psy.1	chr21	+	8218497	8218549	8218497	8218497	1	8218497,	8218549,		uc032psy.1
uc032psz.1	chr21	+	8227032	8227152	8227032	8227032	1	8227032,	8227152,		uc032psz.1
uc032pta.1	chr21	+	8227930	8228113	8227930	8227930	1	8227930,	8228113,		uc032pta.1
uc032ptb.1	chr21	+	8235353	8235832	8235353	8235353	1	8235353,	8235832,		uc032ptb.1
uc032ptc.1	chr21	+	8251307	8251327	8251307	8251307	1	8251307,	8251327,		uc032ptc.1
uc032ptd.1	chr21	+	8252231	8252321	8252231	8252231	1	8252231,	8252321,		uc032ptd.1
uc032pte.1	chr21	+	8255100	8255135	8255100	8255100	1	8255100,	8255135,		uc032pte.1
uc032ptf.1	chr21	+	8256780	8256936	8256780	8256780	1	8256780,	8256936,		uc032ptf.1
uc032ptg.1	chr21	+	8258398	8258426	8258398	8258398	1	8258398,	8258426,		uc032ptg.1
uc032pth.1	chr21	+	8260523	8260810	8260523	8260523	1	8260523,	8260810,		uc032pth.1
uc032pti.1	chr21	-	8352406	8352472	8352406	8352406	1	8352406,	8352472,		uc032pti.1
uc032ptj.1	chr21	+	8380664	8411091	8380664	8380664	7	8380664,8383783,8405959,8406183,8407345,8409172,8410178,	8380972,8384098,8406056,8407184,8407437,8409390,8411091,		uc032ptj.1
uc032ptk.1	chr21	+	8390145	8390165	8390145	8390145	1	8390145,	8390165,		uc032ptk.1
uc032ptl.1	chr21	+	8391083	8391105	8391083	8391083	1	8391083,	8391105,		uc032ptl.1
uc032ptm.1	chr21	+	8391147	8391169	8391147	8391147	1	8391147,	8391169,		uc032ptm.1
uc032ptn.1	chr21	+	8392665	8394534	8392665	8392665	1	8392665,	8394534,		uc032ptn.1
uc032pto.1	chr21	+	8395606	8395762	8395606	8395606	1	8395606,	8395762,		uc032pto.1
uc032ptp.1	chr21	+	8397215	8397243	8397215	8397215	1	8397215,	8397243,		uc032ptp.1
uc032ptq.1	chr21	-	8400775	8401699	8400775	8400775	1	8400775,	8401699,		uc032ptq.1
uc032ptr.1	chr21	+	8410031	8410151	8410031	8410031	1	8410031,	8410151,		uc032ptr.1
uc032pts.1	chr21	+	8410929	8411112	8410929	8410929	1	8410929,	8411112,		uc032pts.1
uc032ptt.1	chr21	+	8417756	8418235	8417756	8417756	1	8417756,	8418235,		uc032ptt.1
uc032ptu.1	chr21	+	8433221	8446572	8433272	8433653	1	8433221,	8446572,		uc032ptu.1
uc032ptv.1	chr21	+	8454178	8454298	8454178	8454178	1	8454178,	8454298,		uc032ptv.1
uc032ptw.1	chr21	+	8455076	8455259	8455076	8455076	1	8455076,	8455259,		uc032ptw.1
uc032ptx.1	chr21	+	8462319	8462798	8462319	8462319	1	8462319,	8462798,		uc032ptx.1
uc032pty.1	chr21	-	8789675	8789697	8789675	8789675	1	8789675,	8789697,		uc032pty.1
uc001ejk.3	chr21	+	8801237	8801267	8801237	8801237	1	8801237,	8801267,		uc001ejk.3
uc021otd.1	chr21	+	8803344	8803374	8803344	8803344	1	8803344,	8803374,		uc021otd.1
uc011abu.2	chr21	+	8823101	8880394	8823101	8823101	10	8823101,8857287,8859996,8864000,8866870,8866990,8873016,8877130,8878663,8880011,	8823205,8857318,8860066,8864082,8866899,8867063,8873087,8877294,8878858,8880394,		uc011abu.2
uc021wgu.1	chr21	+	8986626	8986648	8986626	8986626	1	8986626,	8986648,		uc021wgu.1
uc021wgv.1	chr21	+	8986998	8987178	8986998	8986998	1	8986998,	8987178,		uc021wgv.1
uc021wgw.1	chr21	+	8987369	8987430	8987369	8987369	1	8987369,	8987430,		uc021wgw.1
uc032ptz.1	chr21	-	9002976	9003210	9002976	9002976	1	9002976,	9003210,		uc032ptz.1
uc002zka.2	chr21	-	9068355	9129760	9069497	9127545	4	9068355,9070213,9127488,9129682,	9069599,9070444,9127547,9129760,	Q3SWV3	uc002zka.2
uc021wgx.1	chr21	-	9068355	9129760	9068413	9127545	4	9068355,9070213,9127488,9129682,	9068659,9070444,9127547,9129760,		uc021wgx.1
uc021wgy.1	chr21	-	9076416	9129760	9076416	9076416	3	9076416,9127488,9129682,	9077714,9127547,9129760,		uc021wgy.1
uc032pua.1	chr21	+	9090995	9091031	9090995	9090995	1	9090995,	9091031,		uc032pua.1
uc002zkd.3	chr21	-	9093481	9093511	9093481	9093481	1	9093481,	9093511,		uc002zkd.3
uc032pub.1	chr21	-	9355829	9355850	9355829	9355829	1	9355829,	9355850,		uc032pub.1
uc002zkf.2	chr21	+	9364555	9364585	9364555	9364555	1	9364555,	9364585,		uc002zkf.2
uc021wgz.2	chr21	+	9365829	9365858	9365829	9365829	1	9365829,	9365858,		uc021wgz.2
uc032puc.1	chr21	-	9594012	9594077	9594012	9594012	1	9594012,	9594077,		uc032puc.1
uc032pud.1	chr21	+	9594455	9594486	9594455	9594455	1	9594455,	9594486,		uc032pud.1
uc032pue.1	chr21	-	9602392	9602422	9602392	9602392	1	9602392,	9602422,		uc032pue.1
uc003izx.3	chr21	-	9781848	9821061	9781848	9781848	6	9781848,9783247,9792554,9807734,9808173,9820885,	9782304,9783305,9792642,9807974,9808361,9821061,		uc003izx.3
uc003izy.3	chr21	-	9806093	9818236	9806093	9806093	3	9806093,9807734,9818063,	9807102,9807974,9818236,		uc003izy.3
uc032puf.1	chr21	-	9850015	9850042	9850015	9850015	1	9850015,	9850042,		uc032puf.1
uc011abv.2	chr21	-	9972633	10119414	9972633	9972633	12	9972633,9975016,9986146,9988154,9988525,9992165,9996821,9997745,9997958,10002084,10002916,10119240,	9972652,9975104,9986340,9988318,9988661,9992259,9996991,9997846,9998048,10002284,10003095,10119414,		uc011abv.2
uc002yiv.1	chr21	+	10413519	10454661	10413719	10452641	4	10413519,10414810,10452640,10454133,	10413734,10414911,10452731,10454661,	Q13072	uc002yiv.1
uc002yiu.1	chr21	+	10413519	10491644	10413719	10454134	9	10413519,10414810,10454133,10462835,10464861,10473027,10485617,10491245,10491539,	10413734,10414911,10454296,10463007,10464976,10473729,10485734,10491347,10491644,	Q86Y27	uc002yiu.1
uc002yix.3	chr21	+	10413531	10452731	10413531	10413531	3	10413531,10414810,10452640,	10413754,10414911,10452731,		uc002yix.3
uc002yit.1	chr21	+	10413531	10491644	10413739	10462886	10	10413531,10414810,10454133,10462835,10464861,10473027,10482739,10485617,10491245,10491539,	10413754,10414911,10454296,10463007,10464976,10473729,10482859,10485734,10491347,10491644,	NP_872288	uc002yit.1
uc002yiw.2	chr21	+	10452640	10455592	10452640	10452640	2	10452640,10454096,	10452731,10455592,		uc002yiw.2
uc021wha.2	chr21	+	10460493	10460513	10460493	10460493	1	10460493,	10460513,		uc021wha.2
uc002yis.1	chr21	+	10473027	10605714	10473027	10473027	33	10473027,10482739,10485617,10491245,10491539,10496912,10497354,10498856,10499474,10500806,10514121,10516317,10524579,10527354,10538680,10541111,10542394,10552656,10559493,10561029,10567669,10569436,10569682,10570484,10577459,10578336,10578516,10590461,10592292,10598014,10602057,10603561,10605416,	10473729,10482859,10485734,10491347,10491644,10497109,10497519,10498986,10499540,10501019,10514250,10516437,10524688,10527412,10538734,10541165,10542448,10552716,10559544,10561191,10567789,10569536,10569746,10570549,10577520,10578418,10578605,10590523,10592373,10598094,10602150,10603632,10605714,		uc002yis.1
uc002yip.1	chr21	+	10521536	10605714	10538723	10605552	24	10521536,10524579,10527354,10538680,10541111,10542394,10543328,10552656,10559493,10561029,10567669,10569436,10569682,10570484,10577459,10578336,10578516,10590461,10592292,10595981,10598014,10602057,10603561,10605416,	10521694,10524688,10527412,10538734,10541165,10542448,10543382,10552716,10559544,10561191,10567789,10569536,10569746,10570549,10577520,10578418,10578605,10590523,10592373,10596087,10598094,10602150,10603632,10605714,	NP_954870	uc002yip.1
uc002yiq.1	chr21	+	10521536	10605714	10538723	10605552	23	10521536,10524579,10527354,10538680,10541111,10542394,10552656,10559493,10561029,10567669,10569436,10569682,10570484,10577459,10578336,10578516,10590461,10592292,10595981,10598014,10602057,10603561,10605416,	10521694,10524688,10527412,10538734,10541165,10542448,10552716,10559544,10561191,10567789,10569536,10569746,10570549,10577520,10578418,10578605,10590523,10592373,10596087,10598094,10602150,10603632,10605714,	NP_954868	uc002yiq.1
uc002yir.1	chr21	+	10521536	10605714	10538723	10605552	22	10521536,10524579,10527354,10538680,10541111,10542394,10559493,10561029,10567669,10569436,10569682,10570484,10577459,10578336,10578516,10590461,10592292,10595981,10598014,10602057,10603561,10605416,	10521694,10524688,10527412,10538734,10541165,10542448,10559544,10561191,10567789,10569536,10569746,10570549,10577520,10578418,10578605,10590523,10592373,10596087,10598094,10602150,10603632,10605714,	NP_954869	uc002yir.1
uc010gkv.1	chr21	+	10521536	10605714	10561159	10605552	19	10521536,10524579,10527354,10559493,10561029,10567669,10569436,10569682,10570484,10577459,10578336,10578516,10590461,10592292,10595981,10598014,10602057,10603561,10605416,	10521694,10524688,10527412,10559544,10561191,10567789,10569536,10569746,10570549,10577520,10578418,10578605,10590523,10592373,10596087,10598094,10602150,10603632,10605714,	P56180	uc010gkv.1
uc002yiy.3	chr21	+	13038165	13052702	13038165	13038165	5	13038165,13042501,13042778,13048964,13051795,	13038424,13042616,13045270,13049029,13052702,		uc002yiy.3
uc002yja.4	chr21	+	13038165	13118250	13038165	13038165	12	13038165,13042501,13042778,13045162,13048964,13051795,13060465,13062839,13065174,13066851,13069174,13117837,	13038424,13042616,13042952,13045270,13049029,13052702,13060883,13062958,13065699,13067048,13069292,13118250,		uc002yja.4
uc032pug.1	chr21	+	13283774	13283794	13283774	13283774	1	13283774,	13283794,		uc032pug.1
uc021whb.1	chr21	-	13406383	13406460	13406383	13406383	1	13406383,	13406460,		uc021whb.1
uc002yjb.1	chr21	+	13610176	13641585	13610228	13641566	11	13610176,13615122,13615396,13618348,13620157,13622804,13628381,13629855,13630940,13639514,13641344,	13610749,13615237,13615570,13618455,13620295,13622875,13628452,13629900,13631107,13639638,13641585,	Q86YR6	uc002yjb.1
uc032puh.1	chr21	-	13644774	13644850	13644774	13644774	1	13644774,	13644850,		uc032puh.1
uc002yjc.3	chr21	+	13650246	13650275	13650246	13650246	1	13650246,	13650275,		uc002yjc.3
uc002yjd.1	chr21	+	13650884	13650914	13650884	13650884	1	13650884,	13650914,		uc002yjd.1
uc011abw.2	chr21	+	13651588	13651620	13651588	13651588	1	13651588,	13651620,		uc011abw.2
uc032pui.1	chr21	+	13672681	13672703	13672681	13672681	1	13672681,	13672703,		uc032pui.1
uc032puj.1	chr21	+	13724188	13724274	13724188	13724188	1	13724188,	13724274,		uc032puj.1
uc032puk.1	chr21	+	13730535	13730565	13730535	13730535	1	13730535,	13730565,		uc032puk.1
uc032pul.1	chr21	+	13820028	13820071	13820028	13820028	1	13820028,	13820071,		uc032pul.1
uc002yjf.3	chr21	-	13843132	13848364	13843132	13843132	6	13843132,13844021,13845004,13846012,13846758,13848089,	13843432,13844135,13845274,13846141,13846949,13848364,		uc002yjf.3
uc021whc.1	chr21	-	13850575	13850603	13850575	13850575	1	13850575,	13850603,		uc021whc.1
uc032pum.1	chr21	-	13877315	13877438	13877315	13877315	2	13877315,13877410,	13877325,13877438,		uc032pum.1
uc002yjg.2	chr21	+	13905831	13905861	13905831	13905831	1	13905831,	13905861,		uc002yjg.2
uc021whd.2	chr21	-	13906851	13906879	13906851	13906851	1	13906851,	13906879,		uc021whd.2
uc002yjh.1	chr21	-	13907878	13907904	13907878	13907878	1	13907878,	13907904,		uc002yjh.1
uc002yji.3	chr21	-	13943775	13980444	13943775	13943775	6	13943775,13945038,13951066,13951231,13954065,13979701,	13943862,13945109,13951139,13951260,13954150,13980444,		uc002yji.3
uc002yjj.4	chr21	-	13976746	13980444	13976746	13976746	2	13976746,13979701,	13978557,13980444,		uc002yjj.4
uc002yjk.3	chr21	+	14027420	14144457	14027420	14027420	3	14027420,14083949,14143756,	14027597,14084144,14144457,		uc002yjk.3
uc002yjl.3	chr21	+	14027420	14144539	14027420	14027420	3	14027420,14083949,14143508,	14027597,14084144,14144539,		uc002yjl.3
uc032pun.1	chr21	+	14092762	14092790	14092762	14092762	1	14092762,	14092790,		uc032pun.1
uc002yjm.3	chr21	-	14108813	14206933	14108992	14206923	10	14108813,14144622,14152572,14163418,14165222,14166361,14181757,14185960,14189033,14206814,	14109080,14144799,14152684,14163523,14165390,14166451,14181859,14186069,14189419,14206933,	Q6XZB0-2	uc002yjm.3
uc021whe.1	chr21	-	14108813	14210891	14108992	14210845	10	14108813,14144622,14152572,14163418,14165222,14166361,14181757,14185960,14189033,14210799,	14109080,14144799,14152684,14163523,14165285,14166451,14181859,14186069,14189419,14210891,	G1JSG7	uc021whe.1
uc021whf.1	chr21	-	14108813	14210891	14108992	14210845	10	14108813,14144622,14152572,14163418,14165222,14166361,14181757,14185960,14189033,14210799,	14109080,14144799,14152684,14163523,14165390,14166451,14181859,14186069,14189419,14210891,	Q6XZB0	uc021whf.1
uc021whg.1	chr21	-	14108813	14210891	14108813	14108813	11	14108813,14144622,14152572,14152859,14163418,14165222,14166361,14181757,14185960,14189033,14210799,	14109080,14144799,14152684,14152970,14163523,14165390,14166451,14181859,14186069,14189419,14210891,		uc021whg.1
uc010gkw.2	chr21	-	14108813	14210891	14108992	14210845	9	14108813,14144622,14152572,14163418,14165222,14181757,14185960,14189033,14210799,	14109080,14144799,14152684,14163523,14165390,14181859,14186069,14189419,14210891,	G1JSG6	uc010gkw.2
uc021whh.1	chr21	-	14108813	14210891	14108992	14210845	10	14108813,14144622,14152572,14163436,14165222,14166361,14181757,14185960,14189033,14210799,	14109080,14144799,14152684,14163523,14165390,14166451,14181859,14186069,14189419,14210891,	G1JSG8	uc021whh.1
uc021whi.1	chr21	-	14108813	14210891	14108992	14210845	8	14108813,14144622,14152572,14163418,14165222,14166361,14181757,14210799,	14109080,14144799,14152684,14163523,14165390,14166451,14181859,14210891,	G1JSG5	uc021whi.1
uc021whj.1	chr21	-	14108813	14210891	14108958	14210845	8	14108813,14163418,14165222,14166361,14181757,14185960,14189033,14210799,	14109080,14163523,14165390,14166451,14181859,14186069,14189419,14210891,	G1JSG9	uc021whj.1
uc032puo.1	chr21	+	14179818	14179848	14179818	14179818	1	14179818,	14179848,		uc032puo.1
uc002yjo.4	chr21	+	14216144	14228372	14216186	14227293	5	14216144,14219562,14221096,14224437,14226879,	14216282,14219725,14221169,14224537,14228372,	P57052	uc002yjo.4
uc002yjn.4	chr21	+	14216144	14228372	14224447	14227293	5	14216144,14219552,14221096,14224437,14226879,	14216282,14219725,14221169,14224537,14228372,	P57052	uc002yjn.4
uc002yjp.4	chr21	+	14216144	14228372	14224447	14227293	4	14216144,14221096,14224437,14226879,	14216282,14221169,14224537,14228372,	P57052	uc002yjp.4
uc002yjq.3	chr21	+	14273798	14291385	14274091	14291376	5	14273798,14279595,14287549,14288403,14291285,	14274157,14279657,14287697,14288546,14291385,	Q9NSE7-4	uc002yjq.3
uc002yjr.3	chr21	+	14273798	14301371	14274091	14299665	6	14273798,14279595,14287549,14288403,14291569,14299437,	14274157,14279657,14287697,14288546,14291747,14301371,	Q9NSE7	uc002yjr.3
uc010gkx.3	chr21	+	14273798	14301371	14288541	14299665	5	14273798,14287549,14288403,14291569,14299437,	14274157,14287697,14288546,14291747,14301371,	Q9NSE7-5	uc010gkx.3
uc002yjs.3	chr21	+	14273798	14338016	14273798	14273798	14	14273798,14279595,14287549,14288403,14291569,14305695,14308370,14308552,14312943,14316200,14323511,14336079,14337179,14337780,	14274157,14279657,14287697,14288546,14291747,14305842,14308455,14308619,14313131,14317635,14323587,14336257,14337240,14338016,		uc002yjs.3
uc032pup.1	chr21	-	14281720	14281763	14281720	14281720	1	14281720,	14281763,		uc032pup.1
uc002yjt.3	chr21	-	14371115	14383188	14373616	14383119	5	14371115,14375651,14378198,14381202,14383094,	14374284,14375819,14378412,14381543,14383188,	P48723	uc002yjt.3
uc011abx.2	chr21	-	14371115	14383188	14373616	14375775	4	14371115,14375651,14381202,14383094,	14374284,14375819,14381543,14383188,	P48723	uc011abx.2
uc032puq.1	chr21	-	14485227	14546360	14485911	14516963	9	14485227,14498441,14500528,14510309,14512443,14516891,14521149,14523270,14546204,	14486114,14498592,14500735,14510461,14512573,14517041,14521221,14523394,14546360,	NP_001273452	uc032puq.1
uc002yju.2	chr21	-	14485227	14546360	14485911	14546261	8	14485227,14498441,14500528,14510309,14512443,14516891,14521149,14546204,	14486114,14498592,14500735,14510461,14512573,14517041,14521221,14546360,	Q9NSI8	uc002yju.2
uc010gky.2	chr21	-	14485227	14546360	14485911	14546261	4	14485227,14498441,14500528,14546204,	14486114,14498592,14500735,14546360,	Q9NSI8-2	uc010gky.2
uc032pur.1	chr21	-	14485227	14546360	14485227	14485227	2	14485227,14546204,	14486114,14546360,		uc032pur.1
