89	CCDS56207.1	chr21	+	17513129	17565487	17513129	17565487	3	17513129,17547026,17565427,	17513172,17547193,17565487,	0		cmpl	cmpl	0,1,0,
89	CCDS56206.1	chr21	+	17513129	17565615	17513129	17565615	4	17513129,17547026,17551748,17565427,	17513172,17547193,17551953,17565615,	0		cmpl	cmpl	0,1,0,1,
89	CCDS56205.1	chr21	+	17513129	17565615	17513129	17565615	5	17513129,17547026,17551748,17558975,17565427,	17513172,17547193,17551953,17559131,17565615,	0		cmpl	cmpl	0,1,0,1,1,
89	CCDS56204.1	chr21	+	17513129	17593193	17513129	17593193	8	17513129,17547026,17551748,17558975,17560701,17561337,17565427,17593151,	17513172,17547193,17551953,17559131,17560824,17561476,17565611,17593193,	0		cmpl	cmpl	0,1,0,1,1,1,2,0,
89	CCDS33519.1	chr21	+	17513129	17565692	17513129	17565692	7	17513129,17547026,17551748,17558975,17560701,17561337,17565427,	17513172,17547193,17551953,17559131,17560824,17561476,17565692,	0		cmpl	cmpl	0,1,0,1,1,1,2,
719	CCDS46636.1	chr21	-	17594092	17609144	17594092	17609144	5	17594092,17598616,17604144,17604859,17608971,	17594332,17598824,17604276,17604997,17609144,	0		cmpl	cmpl	0,2,2,2,0,
719	CCDS13569.1	chr21	-	17594092	17609144	17594092	17609144	4	17594092,17598616,17604859,17608971,	17594332,17598824,17604997,17609144,	0		cmpl	cmpl	0,2,2,0,
720	CCDS42908.1	chr21	-	17793414	17818318	17793414	17818318	4	17793414,17795207,17796581,17818191,	17793578,17795270,17797118,17818318,	0		cmpl	cmpl	1,1,1,0,
720	CCDS42907.1	chr21	-	17793414	17818318	17793414	17818318	4	17793414,17795207,17796581,17818191,	17793581,17795270,17797118,17818318,	0		cmpl	cmpl	1,1,1,0,
720	CCDS42909.1	chr21	-	17793579	17818318	17793579	17818318	3	17793579,17796581,17818191,	17793581,17797118,17818318,	0		cmpl	cmpl	1,1,0,
724	CCDS13570.1	chr21	+	18245223	18266038	18245223	18266038	6	18245223,18256508,18256969,18260199,18262790,18265953,	18245302,18256818,18257127,18260286,18262893,18266038,	0		cmpl	cmpl	0,1,2,1,1,2,
724	CCDS56208.1	chr21	+	18245947	18266038	18245947	18266038	6	18245947,18256508,18256969,18260199,18262790,18265953,	18245969,18256818,18257127,18260286,18262893,18266038,	0		cmpl	cmpl	0,1,2,1,1,2,
724	CCDS56210.1	chr21	+	18256552	18266153	18256552	18266153	4	18256552,18256969,18260199,18265953,	18256818,18257127,18260286,18266153,	0		cmpl	cmpl	0,2,1,1,
724	CCDS56209.1	chr21	+	18256552	18266038	18256552	18266038	5	18256552,18256969,18260199,18262790,18265953,	18256818,18257127,18260286,18262893,18266038,	0		cmpl	cmpl	0,2,1,1,2,
90	CCDS13571.1	chr21	-	18269968	18403622	18269968	18403622	25	18269968,18275196,18278963,18281039,18294269,18294602,18297733,18312944,18315145,18326431,18329168,18332083,18341412,18343505,18343954,18352902,18353722,18359756,18365139,18372192,18379282,18383626,18397878,18398198,18403477,	18270124,18275336,18279059,18281221,18294444,18294652,18297829,18313077,18315256,18326572,18329294,18332173,18341548,18343656,18344060,18353052,18353863,18359863,18365248,18372324,18379318,18383778,18397946,18398329,18403622,	0		cmpl	cmpl	0,1,1,2,1,2,2,1,1,1,1,1,0,2,1,1,1,2,1,1,1,2,0,1,0,
93	CCDS42910.1	chr21	+	20998563	21537957	20998563	21537957	18	20998563,21280577,21284193,21286268,21292103,21324382,21335504,21338388,21373862,21410273,21418472,21432107,21466605,21468661,21477290,21508850,21534536,21537845,	20998618,21280652,21284400,21286412,21292241,21324500,21335665,21338534,21374013,21410461,21418569,21432281,21466725,21468783,21477471,21509055,21534656,21537957,	0		cmpl	cmpl	0,1,1,1,1,1,2,1,0,1,0,1,1,1,0,1,2,2,
780	CCDS13573.1	chr21	-	25585706	25607475	25585706	25607475	10	25585706,25588834,25592811,25593892,25597301,25599798,25601367,25603795,25606448,25607402,	25585754,25588882,25592965,25593958,25597414,25599866,25601467,25603935,25606655,25607475,	0		cmpl	cmpl	0,0,2,2,0,1,0,1,1,0,
780	CCDS33522.1	chr21	-	25585750	25607475	25585750	25607475	11	25585750,25587700,25588834,25592811,25593892,25597301,25599798,25601367,25603795,25606448,25607402,	25585754,25587789,25588882,25592965,25593958,25597414,25599866,25601467,25603935,25606655,25607475,	0		cmpl	cmpl	2,0,0,2,2,0,1,0,1,1,0,
97	CCDS58788.1	chr21	+	25639821	25714672	25639821	25714672	9	25639821,25683882,25693755,25698676,25702169,25705978,25709433,25712339,25714639,	25639888,25683948,25693908,25698879,25702269,25706086,25709449,25712382,25714672,	0		cmpl	cmpl	0,1,1,1,0,1,1,2,0,
97	CCDS58787.1	chr21	+	25639821	25714305	25639821	25714305	10	25639821,25683882,25689865,25693755,25698676,25702169,25705978,25709433,25712339,25714230,	25639888,25683948,25689973,25693908,25698879,25702269,25706086,25709449,25712382,25714305,	0		cmpl	cmpl	0,1,1,1,1,0,1,1,2,0,
97	CCDS42911.1	chr21	+	25639821	25714672	25639821	25714672	10	25639821,25683882,25689865,25693755,25698676,25702169,25705978,25709433,25712339,25714639,	25639888,25683948,25689973,25693908,25698879,25702269,25706086,25709449,25712382,25714672,	0		cmpl	cmpl	0,1,1,1,1,0,1,1,2,0,
781	CCDS46637.1	chr21	-	25724639	25734955	25724639	25734955	4	25724639,25725225,25729630,25734938,	25724677,25725350,25729801,25734955,	0		cmpl	cmpl	1,2,2,0,
781	CCDS13574.1	chr21	-	25724639	25729794	25724639	25729794	3	25724639,25725225,25729630,	25724677,25725350,25729794,	0		cmpl	cmpl	1,2,0,
781	CCDS13575.1	chr21	+	25741598	25769232	25741598	25769232	9	25741598,25745209,25749035,25751988,25758009,25762311,25764209,25764594,25769003,	25741675,25745354,25749120,25752234,25758204,25762365,25764350,25764787,25769232,	0		cmpl	cmpl	0,2,0,1,1,1,1,1,2,
97	CCDS56213.1	chr21	-	25881669	26170620	25881669	26170620	17	25881669,25891721,25897572,25911740,25954589,25955626,25975069,25975953,25982343,25997359,26000014,26021839,26050999,26053235,26089942,26111978,26170563,	25881771,25891868,25897673,25911962,25954689,25955755,25975228,25976028,25982477,25997416,26000182,26022042,26051193,26053348,26090072,26112146,26170620,	0		cmpl	cmpl	0,0,1,1,0,0,0,0,1,1,1,2,0,1,0,0,0,
97	CCDS56212.1	chr21	-	25881669	26140194	25881669	26140194	17	25881669,25891721,25897572,25905023,25911740,25954589,25955626,25975069,25975953,25982343,26000014,26021839,26050999,26053235,26089942,26111978,26140152,	25881771,25891868,25897673,25905077,25911962,25954689,25955755,25975228,25976028,25982477,26000182,26022042,26051193,26053348,26090072,26112146,26140194,	0		cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,2,0,1,0,0,0,
97	CCDS56211.1	chr21	-	25881669	26112098	25881669	26112098	15	25881669,25891721,25897572,25905023,25911740,25954589,25955626,25975069,25975953,25982343,26021839,26050999,26053235,26089942,26111978,	25881771,25891868,25897673,25905077,25911962,25954689,25955755,25975228,25976028,25982477,26022042,26051193,26053348,26090072,26112098,	0		cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,
97	CCDS46639.1	chr21	-	25881669	26170620	25881669	26170620	17	25881669,25891721,25897572,25905023,25911740,25954589,25955626,25975069,25975953,25982343,25997359,26000014,26021839,26050999,26053235,26089942,26170563,	25881771,25891868,25897673,25905077,25911962,25954689,25955755,25975228,25976028,25982477,25997416,26000182,26022042,26051193,26053348,26090072,26170620,	0		cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,
97	CCDS46638.1	chr21	-	25881669	26170620	25881669	26170620	15	25881669,25891721,25897572,25905023,25911740,25954589,25955626,25975069,25975953,25982343,26021839,26050999,26053235,26089942,26170563,	25881771,25891868,25897673,25905077,25911962,25954689,25955755,25975228,25976028,25982477,26022042,26051193,26053348,26090072,26170620,	0		cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,
97	CCDS33523.1	chr21	-	25881669	26170620	25881669	26170620	17	25881669,25891721,25897572,25905023,25911740,25954589,25955626,25975069,25975953,25982343,26000014,26021839,26050999,26053235,26089942,26111978,26170563,	25881771,25891868,25897673,25905077,25911962,25954689,25955755,25975228,25976028,25982477,26000182,26022042,26051193,26053348,26090072,26112146,26170620,	0		cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,2,0,1,0,0,0,
97	CCDS13577.1	chr21	-	25881669	26170620	25881669	26170620	16	25881669,25891721,25897572,25905023,25911740,25954589,25955626,25975069,25975953,25982343,26021839,26050999,26053235,26089942,26111978,26170563,	25881771,25891868,25897673,25905077,25911962,25954689,25955755,25975228,25976028,25982477,26022042,26051193,26053348,26090072,26112146,26170620,	0		cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,2,0,1,0,0,0,
97	CCDS13576.1	chr21	-	25881669	26170620	25881669	26170620	18	25881669,25891721,25897572,25905023,25911740,25954589,25955626,25975069,25975953,25982343,25997359,26000014,26021839,26050999,26053235,26089942,26111978,26170563,	25881771,25891868,25897673,25905077,25911962,25954689,25955755,25975228,25976028,25982477,25997416,26000182,26022042,26051193,26053348,26090072,26112146,26170620,	0		cmpl	cmpl	0,0,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,0,
98	CCDS13578.1	chr21	-	26468500	26572940	26468500	26572940	4	26468500,26480271,26566265,26572867,	26468631,26480429,26566368,26572940,	0		cmpl	cmpl	1,2,1,0,
789	CCDS33524.1	chr21	-	26837578	26844954	26837578	26844954	9	26837578,26838438,26839586,26839874,26840275,26840997,26841857,26842338,26844224,	26838278,26838614,26839762,26840061,26840562,26841165,26841990,26842685,26844954,	0		cmpl	cmpl	2,0,1,0,1,1,0,1,0,
790	CCDS13579.1	chr21	-	26924052	26966391	26924052	26966391	8	26924052,26929885,26932003,26932860,26934465,26943379,26954738,26965287,	26924620,26930061,26932179,26933044,26934749,26943547,26954871,26966391,	0		cmpl	cmpl	2,0,1,0,1,1,0,0,
805	CCDS33526.1	chr21	-	28876384	28885345	28876384	28885345	6	28876384,28878191,28879869,28882159,28882984,28885211,	28876491,28878333,28879953,28882250,28883071,28885345,	0		cmpl	cmpl	1,0,0,2,2,0,
805	CCDS33525.1	chr21	-	28876384	28885345	28876384	28885345	5	28876384,28878191,28882159,28882984,28885211,	28876491,28878333,28882250,28883071,28885345,	0		cmpl	cmpl	1,0,2,2,0,
100	CCDS33527.2	chr21	-	28930447	28992943	28930447	28992943	30	28930447,28931154,28932469,28935108,28936525,28941219,28943261,28943666,28944382,28945806,28946151,28947463,28952159,28953216,28956761,28957331,28958385,28959457,28960516,28965864,28966369,28969465,28970551,28971270,28981118,28982315,28984691,28986138,28986730,28992763,	28930510,28931322,28932664,28935329,28936697,28941406,28943336,28943904,28944596,28945951,28946287,28947606,28952264,28953376,28956948,28957476,28958539,28959697,28960706,28965906,28967179,28969601,28970742,28971444,28981299,28982368,28984922,28986237,28986934,28992943,	0		cmpl	cmpl	0,0,0,1,0,2,2,1,0,2,1,2,2,1,0,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,
806	CCDS13582.1	chr21	-	29006416	29019277	29006416	29019277	5	29006416,29007760,29008239,29008394,29019210,	29006651,29008123,29008307,29008621,29019277,	0		cmpl	cmpl	2,2,0,1,0,
806	CCDS42912.1	chr21	+	29027913	29054187	29027913	29054187	17	29027913,29030594,29034836,29036270,29037278,29038334,29039025,29039480,29040608,29042012,29042471,29043422,29046666,29048760,29050091,29053801,29054065,	29027974,29030773,29034940,29036374,29037463,29038430,29039156,29039568,29040687,29042104,29042528,29043599,29047321,29048855,29050178,29053958,29054187,	0		cmpl	cmpl	0,1,0,2,1,0,0,2,0,1,0,0,0,1,0,0,1,
806	CCDS13583.1	chr21	+	29027913	29054187	29027913	29054187	17	29027913,29030594,29034836,29036270,29037275,29038334,29039025,29039480,29040608,29042012,29042471,29043422,29046666,29048760,29050091,29053801,29054065,	29027974,29030773,29034940,29036374,29037463,29038430,29039156,29039568,29040687,29042104,29042528,29043599,29047321,29048855,29050178,29053958,29054187,	0		cmpl	cmpl	0,1,0,2,1,0,0,2,0,1,0,0,0,1,0,0,1,
806	CCDS68180.1	chr21	-	29056474	29070258	29056474	29070258	13	29056474,29060540,29061252,29061495,29062127,29062327,29062489,29063351,29064967,29066715,29066890,29067555,29070246,	29056552,29060660,29061417,29061567,29062243,29062415,29062556,29063530,29065105,29066777,29067071,29067705,29070258,	0		cmpl	cmpl	0,0,0,0,1,0,2,0,0,1,0,0,0,
806	CCDS33528.1	chr21	-	29056474	29073590	29056474	29073590	15	29056474,29060540,29061252,29061495,29062127,29062327,29062489,29063351,29064967,29066715,29066890,29067555,29069422,29070246,29073530,	29056552,29060660,29061417,29061567,29062243,29062415,29062556,29063530,29065105,29066777,29067071,29067705,29069502,29070337,29073590,	0		cmpl	cmpl	0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,
100	CCDS13584.1	chr21	+	29085860	29174892	29085860	29174892	7	29085860,29091500,29091667,29092438,29149188,29159940,29174711,	29085917,29091576,29091761,29092581,29149250,29160056,29174892,	0		cmpl	cmpl	0,0,1,2,1,0,2,
807	CCDS74775.1	chr21	+	29109131	29174892	29109131	29174892	4	29109131,29149188,29159940,29174711,	29109183,29149250,29160056,29174892,	0		cmpl	cmpl	0,1,0,2,
807	CCDS68182.1	chr21	+	29133344	29174892	29133344	29174892	4	29133344,29149188,29159940,29174711,	29133414,29149250,29160056,29174892,	0		cmpl	cmpl	0,1,0,2,
808	CCDS13585.1	chr21	+	29321280	29342833	29321280	29342833	4	29321280,29326058,29329486,29342398,	29321514,29327393,29329693,29342833,	0		cmpl	cmpl	0,0,0,0,
101	CCDS33530.1	chr21	-	29537229	29939500	29537229	29939500	16	29537229,29555051,29561623,29576963,29581424,29587365,29588838,29591111,29598829,29642825,29651117,29654809,29672982,29689727,29693895,29939382,	29537385,29555302,29561849,29577181,29581543,29587589,29589042,29591225,29598937,29642969,29651291,29654863,29673164,29689985,29694063,29939500,	0		cmpl	cmpl	0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0,
101	CCDS42913.1	chr21	-	29553554	29939500	29553554	29939500	17	29553554,29555051,29561623,29576963,29581424,29587365,29588838,29591111,29596525,29598829,29642825,29651117,29654809,29672982,29689727,29693895,29939382,	29553704,29555302,29561849,29577181,29581543,29587589,29589042,29591225,29596570,29598937,29642969,29651291,29654863,29673164,29689985,29694063,29939500,	0		cmpl	cmpl	0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,
815	CCDS13586.1	chr21	-	30165942	30166617	30165942	30166617	1	30165942,	30166617,	0		cmpl	cmpl	0,
815	CCDS13587.1	chr21	-	30215247	30215925	30215247	30215925	1	30215247,	30215925,	0		cmpl	cmpl	0,
816	CCDS42915.1	chr21	-	30282167	30282932	30282167	30282932	1	30282167,	30282932,	0		cmpl	cmpl	0,
816	CCDS46640.1	chr21	-	30289181	30289490	30289181	30289490	1	30289181,	30289490,	0		cmpl	cmpl	0,
816	CCDS13588.1	chr21	-	30319402	30320035	30319402	30320035	1	30319402,	30320035,	0		cmpl	cmpl	0,
816	CCDS33532.1	chr21	-	30337044	30337668	30337044	30337668	1	30337044,	30337668,	0		cmpl	cmpl	0,
816	CCDS33533.1	chr21	-	30348408	30348606	30348408	30348606	1	30348408,	30348606,	0		cmpl	cmpl	0,
816	CCDS13589.1	chr21	-	30371685	30372213	30371685	30372213	1	30371685,	30372213,	0		cmpl	cmpl	0,
816	CCDS13590.2	chr21	+	30396086	30396605	30396086	30396605	1	30396086,	30396605,	0		cmpl	cmpl	0,
817	CCDS13591.1	chr21	-	30425393	30425912	30425393	30425912	1	30425393,	30425912,	0		cmpl	cmpl	0,
817	CCDS13592.1	chr21	+	30430275	30430758	30430275	30430758	1	30430275,	30430758,	0		cmpl	cmpl	0,
817	CCDS13593.1	chr21	+	30440327	30440741	30440327	30440741	1	30440327,	30440741,	0		cmpl	cmpl	0,
817	CCDS13594.1	chr21	-	30480044	30480317	30480044	30480317	1	30480044,	30480317,	0		cmpl	cmpl	0,
817	CCDS13595.1	chr21	-	30487189	30487348	30487189	30487348	1	30487189,	30487348,	0		cmpl	cmpl	0,
817	CCDS13596.1	chr21	-	30491711	30491957	30491711	30491957	1	30491711,	30491957,	0		cmpl	cmpl	0,
817	CCDS33534.1	chr21	-	30496855	30497110	30496855	30497110	1	30496855,	30497110,	0		cmpl	cmpl	0,
817	CCDS13597.1	chr21	-	30501871	30502090	30501871	30502090	1	30501871,	30502090,	0		cmpl	cmpl	0,
818	CCDS13598.1	chr21	-	30541656	30541833	30541656	30541833	1	30541656,	30541833,	0		cmpl	cmpl	0,
818	CCDS13599.1	chr21	-	30561097	30561289	30561097	30561289	1	30561097,	30561289,	0		cmpl	cmpl	0,
818	CCDS46641.1	chr21	-	30590236	30590374	30590236	30590374	1	30590236,	30590374,	0		cmpl	cmpl	0,
818	CCDS13600.1	chr21	-	30598685	30598874	30598685	30598874	1	30598685,	30598874,	0		cmpl	cmpl	0,
818	CCDS13601.1	chr21	+	30601120	30601267	30601120	30601267	1	30601120,	30601267,	0		cmpl	cmpl	0,
818	CCDS13602.1	chr21	-	30613688	30613904	30613688	30613904	1	30613688,	30613904,	0		cmpl	cmpl	0,
818	CCDS13603.1	chr21	+	30616454	30616625	30616454	30616625	1	30616454,	30616625,	0		cmpl	cmpl	0,
818	CCDS13604.1	chr21	+	30635263	30635461	30635263	30635461	1	30635263,	30635461,	0		cmpl	cmpl	0,
818	CCDS46642.1	chr21	+	30642888	30643023	30642888	30643023	1	30642888,	30643023,	0		cmpl	cmpl	0,
819	CCDS54481.1	chr21	-	30718582	30718759	30718582	30718759	1	30718582,	30718759,	0		cmpl	cmpl	0,
819	CCDS13605.1	chr21	-	30746950	30747202	30746950	30747202	1	30746950,	30747202,	0		cmpl	cmpl	0,
819	CCDS13606.1	chr21	-	30755138	30755378	30755138	30755378	1	30755138,	30755378,	0		cmpl	cmpl	0,
820	CCDS13607.1	chr21	-	30813028	30813220	30813028	30813220	1	30813028,	30813220,	0		cmpl	cmpl	0,
820	CCDS74780.1	chr21	-	30829434	30829698	30829434	30829698	1	30829434,	30829698,	0		cmpl	cmpl	0,
820	CCDS13608.1	chr21	-	30881032	30881524	30881032	30881524	1	30881032,	30881524,	0		cmpl	cmpl	0,
821	CCDS42917.1	chr21	-	31038251	31038443	31038251	31038443	1	31038251,	31038443,	0		cmpl	cmpl	0,
102	CCDS13609.1	chr21	-	31120367	31266972	31120367	31266972	25	31120367,31124521,31127064,31130212,31130889,31135932,31141117,31141324,31146894,31152635,31153065,31154246,31164961,31182420,31187000,31195223,31202907,31210044,31213397,31217552,31223405,31225725,31245487,31251741,31266009,	31120837,31124694,31127152,31130315,31130948,31136041,31141236,31141504,31147003,31152761,31153134,31154426,31165065,31182645,31187087,31195305,31203012,31210215,31213472,31217699,31223591,31225950,31245660,31252189,31266972,	0		cmpl	cmpl	1,2,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,
826	CCDS33536.1	chr21	+	31659769	31668578	31659769	31668578	5	31659769,31663789,31666448,31667257,31668470,	31659841,31663886,31666518,31667375,31668578,	0		cmpl	cmpl	0,0,1,2,0,
103	CCDS54482.1	chr21	-	31671398	31731692	31671398	31731692	19	31671398,31685048,31685397,31685567,31688306,31690796,31691816,31692348,31693293,31694203,31694812,31696112,31696568,31700994,31701775,31702243,31703764,31706273,31731662,	31672354,31685240,31685484,31685733,31688464,31690953,31691930,31692449,31693484,31694289,31694980,31696221,31696750,31701171,31701918,31702379,31703926,31706357,31731692,	0		cmpl	cmpl	1,1,1,0,1,0,0,1,2,0,0,2,0,0,1,0,0,0,0,
103	CCDS46644.1	chr21	-	31671398	31731692	31671398	31731692	20	31671398,31685048,31685397,31685567,31688306,31690796,31691816,31692348,31693293,31694203,31694812,31696112,31696568,31700994,31701775,31702243,31703764,31705422,31706273,31731662,	31672354,31685174,31685484,31685733,31688464,31690953,31691930,31692449,31693484,31694289,31694980,31696221,31696750,31701171,31701918,31702379,31703926,31705467,31706357,31731692,	0		cmpl	cmpl	1,1,1,0,1,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,
103	CCDS33537.1	chr21	-	31671398	31731692	31671398	31731692	20	31671398,31685048,31685397,31685567,31688306,31690796,31691816,31692348,31693293,31694203,31694812,31696112,31696568,31700994,31701775,31702243,31703764,31705422,31706273,31731662,	31672354,31685240,31685484,31685733,31688464,31690953,31691930,31692449,31693484,31694289,31694980,31696221,31696750,31701171,31701918,31702379,31703926,31705467,31706357,31731692,	0		cmpl	cmpl	1,1,1,0,1,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,
103	CCDS13610.1	chr21	+	31873674	31999184	31873674	31999184	11	31873674,31924467,31940164,31946035,31958842,31968249,31974554,31983525,31990128,31995767,31998525,	31873935,31924760,31940220,31946171,31958970,31968385,31974717,31983609,31990176,31995948,31999184,	0		cmpl	cmpl	0,0,2,1,2,1,2,0,0,0,1,
831	CCDS13611.1	chr21	-	32269036	32279014	32269036	32279014	5	32269036,32269706,32270406,32274829,32278680,	32269117,32269803,32270529,32274896,32279014,	0		cmpl	cmpl	0,2,2,1,0,
831	CCDS13613.1	chr21	+	32298971	32311996	32298971	32311996	3	32298971,32306639,32311683,	32299077,32306739,32311996,	0		cmpl	cmpl	0,1,2,
831	CCDS13612.1	chr21	+	32298971	32314653	32298971	32314653	3	32298971,32306639,32314550,	32299077,32306739,32314653,	0		cmpl	cmpl	0,1,2,
103	CCDS46645.1	chr21	-	32314917	32392910	32314917	32392910	39	32314917,32316465,32317675,32319216,32320530,32321800,32322477,32324490,32325228,32333316,32334162,32337093,32337403,32338706,32341465,32344569,32345373,32346955,32349303,32350703,32352709,32353932,32354858,32355448,32357536,32359795,32361006,32361891,32363155,32366617,32368402,32372506,32373646,32375397,32378444,32383421,32384312,32385544,32392768,	32315099,32317065,32317917,32319414,32320640,32321944,32322584,32324602,32325389,32333419,32334334,32337157,32337514,32338900,32341524,32344756,32345575,32347811,32349483,32350922,32352906,32354103,32354997,32355565,32357656,32359908,32361123,32362021,32363329,32366755,32368598,32372631,32373772,32375483,32378541,32383554,32384464,32385684,32392910,	0		cmpl	cmpl	1,1,2,2,0,0,1,0,1,0,2,1,1,2,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,2,0,1,0,
